Mouse,UniqueID,DateVR,CellNum,SessionVR,SessionTypeVR,Cell,DateOF,BoxSize,Tetrode,Cluster,SessionTypeOF,SessionOF,MeanRateOF,GridScore,CoherenceOF,StabilityOF,MVL,Coverage,BorderScore,SpeedScore,FieldSpacingOF,FieldSizeOF,MeanRateOF_SpeedFilt,PeakRateOF
Kesha,Kesha37,11/19/2015,37,1119_halfspeed_1,gain_manip,T1C1,11/19/2015,70,1,1,noobject2,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1119_noobject_smallbox_2+_1,3.009,0.4096,0.617,0.364,0.115,99.23,-0.261,0.113763577,25.99666667,10.742,3.517,17.537
Erykah,Erykah137,08/05/2015,137,0805_halfspeed_1,gain_manip,T2C1,08/05/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0805_6+_5+_4+_3,1.008,0.3858,0.019,0.184,0.064,94.52,0.51,0.283274464,44.25666667,13.519,1.108,3.156
Erykah,Erykah49,07/21/2015,49,0721_halfspeed_1,gain_manip,T1C2,07/21/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0721_1,2.825,0.3713,0.583,-0.107,0.076,93.13,-0.019,0.092138937,68.01333333,18.191,2.916,11.964
Daenerys,Daenerys36,02/15/2016,36,0215_halfspeed_1,gain_manip,T1C6,02/15/2016,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,26.123,0.365,0.425,0.071,0.021,93.32,0.544,-0.280060476,43.29666667,19.202,16.269,37.946
Barbara,Barbara61,05/08/2015,61,0508_halfspeed_1,gain_manip,T2C1,05/08/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0508_3+_2+_1,2.868,0.3613,0.384,0.483,0.058,89.92,-0.198,0.010610193,34.18333333,11.441,2.975,10.901
Winehouse,Winehouse30,11/17/2015,30,1117_halfspeed_1,gain_manip,T1C6,11/17/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1117_2+_1,1.131,0.3524,0.33,0.333,0.091,92.49,-0.265,0.065447283,42.47,12.195,1.37,8.163
Erykah,Erykah135,08/05/2015,135,0805_halfspeed_1,gain_manip,T1C2,08/05/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0805_6+_5+_4+_3,1.104,0.3388,0.13,0.16,0.05,94.52,0.477,0.28969959,45.04333333,10.429,1.197,2.703
Rihanna,Rihanna8,11/09/2015,8,1109_halfspeed_1,gain_manip,T1C4,11/09/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1109_9+_8+_7+_6+_5+_4+_3+_2+_1,2.959,0.3378,0.519,0.172,0.074,92.04,0.333,0.087108837,39.73666667,11.441,3.613,11.731
Winehouse,Winehouse26,11/16/2015,26,1116_halfspeed_1,gain_manip,T2C1,11/16/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1116_7+_6+_5+_4+_3+_2+_1,1.007,0.3151,0.488,0.209,0.181,88.66,-0.027,0.133268806,37.21,10.742,1.58,13.552
Erykah,Erykah80,07/24/2015,80,0724_halfspeed_1,gain_manip,T1C6,07/24/2015,90,1,6,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0724_4+_3+_2+_1,0.842,0.3133,0.86,0.771,0.085,92.59,0.555,0.152982018,70.67333333,26.339,0.885,10.447
Ariana,Ariana65,08/30/2016,65,0830_halfspeed_1,gain_manip,T2C1,08/30/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0830_bigbox_2+_1,4.529,0.3093,0.551,0.523,0.106,93.47,0.108,-0.074353926,62.16,25.401,4.649,17.515
Barbara,Barbara76,05/21/2015,76,0521_halfspeed_1,gain_manip,T1C3,05/21/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0521_6+_5+_4+_3+_2+_1,0.314,0.2902,0.42,0.319,0.281,75.4,0.053,0.110480009,43.62333333,10.742,0.373,4.457
Rihanna,Rihanna6,11/09/2015,6,1109_halfspeed_1,gain_manip,T1C2,11/09/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1109_9+_8+_7+_6+_5+_4+_3+_2+_1,1.55,0.2807,0.399,0.219,0.117,92.04,-0.057,0.093550425,34.74666667,10.742,2.18,10.238
Beyonce,Beyonce21,09/21/2015,21,0921_halfspeed_1,gain_manip,T1C5,09/21/2015,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.099,0.2706,0.063,-0.041,0.182,95.03,-0.128,-0.024553713,30.17333333,9.233,0.081,0.348
Barbara,Barbara48,05/05/2015,48,0505_halfspeed_1,gain_manip,T2C3,05/05/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0505_2+_1,5.335,0.2642,0.081,0.074,0.05,75.08,0.498,0.125002349,53.33333333,12.508,5.893,11.538
Barbara,Barbara88,05/26/2015,88,0526_halfspeed_1,gain_manip,T2C3,05/26/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0526_1,1.835,0.2572,0.364,0.399,0.045,81.67,-0.233,0.074015679,58.3,22.734,2.035,8.888
LilKim,LilKim90,12/01/2015,90,1201_halfspeed_1,gain_manip,T1C5,12/01/2015,70,1,5,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,1.301,0.2555,0.143,0.275,0.034,99.23,0.487,-0.017797364,35.03666667,14.843,1.386,2.985
Aretha,Aretha105,08/10/2015,105,0810_halfspeed_1,gain_manip,T2C1,08/10/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0810_4+_3+_2+_1,4.963,0.23,0.448,0.563,0.112,94.44,0.472,0.089723419,70.44,43.204,4.989,11.245
Shakira,Shakira11,03/02/2016,11,0302_halfspeed_1,gain_manip,T1C1,03/02/2016,91.4,1,1,noobject2,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0302_noobject_2+_1,1.28,0.2017,0.303,0.111,0.349,85.21,0.111,-0.163151259,35.39,11.441,1.191,4.787
Winehouse,Winehouse54,11/21/2015,54,1121_halfspeed_2,gain_manip,T2C4,11/21/2015,70,2,4,noobject2,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1121_noobject2_smallbox_1,0.964,0.201,0.768,0.415,0.213,98.85,-0.2,0.047465272,35.55333333,12.508,0.995,10.195
Daenerys,Daenerys54,02/23/2016,54,0223_halfspeed_1,gain_manip,T2C2,02/23/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,0.555,0.1893,0.022,0.089,0.021,94.59,0.45,0.023623946,39.11666667,10.742,0.545,1.363
